province,data_date,total_case,total_death,daily_case,daily_death,casesroll_avg,maxcaserate,maxcaseday,filter_week,seq_
DKI Jakarta,2020-09-28,71339,1695,898,9,1145.857142857143,10324,2021-07-08,2020-03-12,201
Jambi,2020-09-28,467,9,21,0,11.571428571428571,132,2021-06-19,2020-08-04,56
Jawa Barat,2020-09-28,21443,390,489,3,563,6477.714285714285,2021-07-08,2020-03-21,192
Jawa Tengah,2020-09-28,21930,1397,304,8,310.85714285714283,3466.714285714286,2021-07-08,2020-03-28,185
Jawa Timur,2020-09-28,43174,3138,284,20,299.7142857142857,1820.7142857142858,2021-07-08,2020-03-24,189
Kalimantan Selatan,2020-09-28,10237,417,40,4,60,260.42857142857144,2021-04-02,2020-04-16,166
Bali,2020-09-29,8745,271,106,8,107,411,2021-07-08,2020-04-09,174
DKI Jakarta,2020-09-29,72577,1716,1238,21,1146.142857142857,10324,2021-07-08,2020-03-12,202
Jambi,2020-09-29,490,11,23,2,14.857142857142858,132,2021-06-19,2020-08-04,57
Jawa Barat,2020-09-29,21759,405,316,15,526,6477.714285714285,2021-07-08,2020-03-21,193
Jawa Tengah,2020-09-29,22205,1409,275,12,317.57142857142856,3466.714285714286,2021-07-08,2020-03-28,186
Jawa Timur,2020-09-29,43450,3162,276,24,290.42857142857144,1820.7142857142858,2021-07-08,2020-03-24,190
Kalimantan Selatan,2020-09-29,10289,419,52,2,55.285714285714285,260.42857142857144,2021-04-02,2020-04-16,167
Bali,2020-09-30,8878,275,133,4,107.42857142857143,411,2021-07-08,2020-04-09,175
DKI Jakarta,2020-09-30,73736,1729,1159,13,1149.857142857143,10324,2021-07-08,2020-03-12,203
Jambi,2020-09-30,513,11,23,0,16.857142857142858,132,2021-06-19,2020-08-04,58
Jawa Barat,2020-09-30,22205,420,446,15,516,6477.714285714285,2021-07-08,2020-03-21,194
Jawa Tengah,2020-09-30,22435,1414,230,5,313.7142857142857,3466.714285714286,2021-07-08,2020-03-28,187
Jawa Timur,2020-09-30,43744,3192,294,30,284.14285714285717,1820.7142857142858,2021-07-08,2020-03-24,191
Kalimantan Selatan,2020-09-30,10348,421,59,2,52,260.42857142857144,2021-04-02,2020-04-16,168
Bali,2020-10-01,9019,278,141,3,110.57142857142857,411,2021-07-08,2020-04-09,176
DKI Jakarta,2020-10-01,74989,1735,1253,6,1179.7142857142858,10324,2021-07-08,2020-03-12,204
Jambi,2020-10-01,534,11,21,0,19.285714285714285,132,2021-06-19,2020-08-04,59
Jawa Barat,2020-10-01,22764,435,559,15,481,6477.714285714285,2021-07-08,2020-03-21,195
Jawa Tengah,2020-10-01,22734,1419,299,5,294.42857142857144,3466.714285714286,2021-07-08,2020-03-28,188
Jawa Timur,2020-10-01,44058,3222,314,30,280,1820.7142857142858,2021-07-08,2020-03-24,192
Kalimantan Selatan,2020-10-01,10403,421,55,0,50.857142857142854,260.42857142857144,2021-04-02,2020-04-16,169
Bali,2020-10-02,9149,284,130,6,108.57142857142857,411,2021-07-08,2020-04-09,177
DKI Jakarta,2020-10-02,76187,1738,1198,3,1183.5714285714287,10324,2021-07-08,2020-03-12,205
Jambi,2020-10-02,558,14,24,3,21.285714285714285,132,2021-06-19,2020-08-04,60
Jawa Barat,2020-10-02,23308,450,544,15,453.85714285714283,6477.714285714285,2021-07-08,2020-03-21,196
Jawa Tengah,2020-10-02,23078,1436,344,17,296.2857142857143,3466.714285714286,2021-07-08,2020-03-28,189
Jawa Timur,2020-10-02,44341,3240,283,18,278.57142857142856,1820.7142857142858,2021-07-08,2020-03-24,193
Kalimantan Selatan,2020-10-02,10479,425,76,4,57,260.42857142857144,2021-04-02,2020-04-16,170
Bali,2020-10-03,9254,287,105,3,114.57142857142857,411,2021-07-08,2020-04-09,178
DKI Jakarta,2020-10-03,77452,1742,1265,4,1175.4285714285713,10324,2021-07-08,2020-03-12,206
Jambi,2020-10-03,571,14,13,0,20.857142857142858,132,2021-06-19,2020-08-04,61
Jawa Barat,2020-10-03,23651,465,343,15,447.7142857142857,6477.714285714285,2021-07-08,2020-03-21,197
Jawa Tengah,2020-10-03,23450,1441,372,5,297.42857142857144,3466.714285714286,2021-07-08,2020-03-28,190
Jawa Timur,2020-10-03,44649,3260,308,20,282.7142857142857,1820.7142857142858,2021-07-08,2020-03-24,194
Kalimantan Selatan,2020-10-03,10562,427,83,2,63.142857142857146,260.42857142857144,2021-04-02,2020-04-16,171
Bali,2020-10-04,9365,291,111,4,119,411,2021-07-08,2020-04-09,179
DKI Jakarta,2020-10-04,78850,1755,1398,13,1201.2857142857142,10324,2021-07-08,2020-03-12,207
Jambi,2020-10-04,593,14,22,0,21,132,2021-06-19,2020-08-04,62
Jawa Barat,2020-10-04,23899,480,248,15,420.7142857142857,6477.714285714285,2021-07-08,2020-03-21,198
Jawa Tengah,2020-10-04,23764,1444,314,3,305.42857142857144,3466.714285714286,2021-07-08,2020-03-28,191
Jawa Timur,2020-10-04,44898,3280,249,20,286.85714285714283,1820.7142857142858,2021-07-08,2020-03-24,195
Kalimantan Selatan,2020-10-04,10618,428,56,1,60.142857142857146,260.42857142857144,2021-04-02,2020-04-16,172
Bali,2020-10-05,9448,295,83,4,115.57142857142857,411,2021-07-08,2020-04-09,180
DKI Jakarta,2020-10-05,79872,1771,1022,16,1219,10324,2021-07-08,2020-03-12,208
Jambi,2020-10-05,618,14,25,0,21.571428571428573,132,2021-06-19,2020-08-04,63
Jawa Barat,2020-10-05,24402,495,503,15,422.7142857142857,6477.714285714285,2021-07-08,2020-03-21,199
Jawa Tengah,2020-10-05,24129,1449,365,5,314.14285714285717,3466.714285714286,2021-07-08,2020-03-28,192
Jawa Timur,2020-10-05,45135,3302,237,22,280.14285714285717,1820.7142857142858,2021-07-08,2020-03-24,196
Kalimantan Selatan,2020-10-05,10662,429,44,1,60.714285714285715,260.42857142857144,2021-04-02,2020-04-16,173
Bali,2020-10-06,9547,301,99,6,114.57142857142857,411,2021-07-08,2020-04-09,181
DKI Jakarta,2020-10-06,80979,1802,1107,31,1200.2857142857142,10324,2021-07-08,2020-03-12,209
Jambi,2020-10-06,647,14,29,0,22.428571428571427,132,2021-06-19,2020-08-04,64
Jawa Barat,2020-10-06,24910,511,508,16,450.14285714285717,6477.714285714285,2021-07-08,2020-03-21,200
Jawa Tengah,2020-10-06,24529,1457,400,8,332,3466.714285714286,2021-07-08,2020-03-28,193
Jawa Timur,2020-10-06,45417,3325,282,23,281,1820.7142857142858,2021-07-08,2020-03-24,197
Kalimantan Selatan,2020-10-06,10734,432,72,3,63.57142857142857,260.42857142857144,2021-04-02,2020-04-16,174
Bali,2020-10-07,9652,306,105,5,110.57142857142857,411,2021-07-08,2020-04-09,182
DKI Jakarta,2020-10-07,82190,1817,1211,15,1207.7142857142858,10324,2021-07-08,2020-03-12,210
Jambi,2020-10-07,669,14,22,0,22.285714285714285,132,2021-06-19,2020-08-04,65
Jawa Barat,2020-10-07,25662,524,752,13,493.85714285714283,6477.714285714285,2021-07-08,2020-03-21,201
Jawa Tengah,2020-10-07,24913,1462,384,5,354,3466.714285714286,2021-07-08,2020-03-28,194
Jawa Timur,2020-10-07,45748,3350,331,25,286.2857142857143,1820.7142857142858,2021-07-08,2020-03-24,198
Kalimantan Selatan,2020-10-07,10774,433,40,1,60.857142857142854,260.42857142857144,2021-04-02,2020-04-16,175
Bali,2020-10-08,9759,313,107,7,105.71428571428571,411,2021-07-08,2020-04-09,183
DKI Jakarta,2020-10-08,83372,1834,1182,17,1197.5714285714287,10324,2021-07-08,2020-03-12,211
Jambi,2020-10-08,715,14,46,0,25.857142857142858,132,2021-06-19,2020-08-04,66
Jawa Barat,2020-10-08,26259,527,597,3,499.2857142857143,6477.714285714285,2021-07-08,2020-03-21,202
Jawa Tengah,2020-10-08,25261,1472,348,10,361,3466.714285714286,2021-07-08,2020-03-28,195
Jawa Timur,2020-10-08,46095,3374,347,24,291,1820.7142857142858,2021-07-08,2020-03-24,199
Kalimantan Selatan,2020-10-08,10816,438,42,5,59,260.42857142857144,2021-04-02,2020-04-16,176
Bali,2020-10-09,9897,317,138,4,106.85714285714286,411,2021-07-08,2020-04-09,184
DKI Jakarta,2020-10-09,84315,1855,943,21,1161.142857142857,10324,2021-07-08,2020-03-12,212
Jambi,2020-10-09,760,16,45,2,28.857142857142858,132,2021-06-19,2020-08-04,67
Jawa Barat,2020-10-09,26763,529,504,2,493.57142857142856,6477.714285714285,2021-07-08,2020-03-21,203
Jawa Tengah,2020-10-09,25673,1482,412,10,370.7142857142857,3466.714285714286,2021-07-08,2020-03-28,196
Jawa Timur,2020-10-09,46405,3394,310,20,294.85714285714283,1820.7142857142858,2021-07-08,2020-03-24,200
Kalimantan Selatan,2020-10-09,10897,439,81,1,59.714285714285715,260.42857142857144,2021-04-02,2020-04-16,177
Bali,2020-10-10,10028,320,131,3,110.57142857142857,411,2021-07-08,2020-04-09,185
DKI Jakarta,2020-10-10,85574,1871,1259,16,1160.2857142857142,10324,2021-07-08,2020-03-12,213
Jambi,2020-10-10,790,16,30,0,31.285714285714285,132,2021-06-19,2020-08-04,68
Jawa Barat,2020-10-10,27031,530,268,1,482.85714285714283,6477.714285714285,2021-07-08,2020-03-21,204
Jawa Tengah,2020-10-10,26083,1499,410,17,376.14285714285717,3466.714285714286,2021-07-08,2020-03-28,197
Jawa Timur,2020-10-10,46715,3404,310,10,295.14285714285717,1820.7142857142858,2021-07-08,2020-03-24,201
Kalimantan Selatan,2020-10-10,10950,440,53,1,55.42857142857143,260.42857142857144,2021-04-02,2020-04-16,178
Bali,2020-10-11,10135,321,107,1,110,411,2021-07-08,2020-04-09,186
DKI Jakarta,2020-10-11,86963,1889,1389,18,1159,10324,2021-07-08,2020-03-12,214
Jambi,2020-10-11,812,18,22,2,31.285714285714285,132,2021-06-19,2020-08-04,69
Jawa Barat,2020-10-11,27236,530,205,0,476.7142857142857,6477.714285714285,2021-07-08,2020-03-21,205
Jawa Tengah,2020-10-11,26401,1507,318,8,376.7142857142857,3466.714285714286,2021-07-08,2020-03-28,198
Jawa Timur,2020-10-11,46984,3425,269,21,298,1820.7142857142858,2021-07-08,2020-03-24,202
Kalimantan Selatan,2020-10-11,11026,441,76,1,58.285714285714285,260.42857142857144,2021-04-02,2020-04-16,179
Bali,2020-10-12,10228,324,93,3,111.42857142857143,411,2021-07-08,2020-04-09,187
DKI Jakarta,2020-10-12,88174,1914,1211,25,1186,10324,2021-07-08,2020-03-12,215
Jambi,2020-10-12,825,18,13,0,29.571428571428573,132,2021-06-19,2020-08-04,70
Jawa Barat,2020-10-12,27522,539,286,9,445.7142857142857,6477.714285714285,2021-07-08,2020-03-21,206
Jawa Tengah,2020-10-12,26640,1514,239,7,358.7142857142857,3466.714285714286,2021-07-08,2020-03-28,199
Jawa Timur,2020-10-12,47280,3447,296,22,306.42857142857144,1820.7142857142858,2021-07-08,2020-03-24,203
Kalimantan Selatan,2020-10-12,11052,442,26,1,55.714285714285715,260.42857142857144,2021-04-02,2020-04-16,180
Bali,2020-10-13,10304,332,76,8,108.14285714285714,411,2021-07-08,2020-04-09,188
DKI Jakarta,2020-10-13,89228,1933,1054,19,1178.4285714285713,10324,2021-07-08,2020-03-12,216
Jambi,2020-10-13,863,18,38,0,30.857142857142858,132,2021-06-19,2020-08-04,71
Jawa Barat,2020-10-13,28087,539,565,0,453.85714285714283,6477.714285714285,2021-07-08,2020-03-21,207
Jawa Tengah,2020-10-13,27106,1522,466,8,368.14285714285717,3466.714285714286,2021-07-08,2020-03-28,200
Jawa Timur,2020-10-13,47595,3468,315,21,311.14285714285717,1820.7142857142858,2021-07-08,2020-03-24,204
Kalimantan Selatan,2020-10-13,11130,443,78,1,56.57142857142857,260.42857142857144,2021-04-02,2020-04-16,181
Bali,2020-10-14,10413,339,109,7,108.71428571428571,411,2021-07-08,2020-04-09,189
DKI Jakarta,2020-10-14,90266,1950,1038,17,1153.7142857142858,10324,2021-07-08,2020-03-12,217
Jambi,2020-10-14,893,18,30,0,32,132,2021-06-19,2020-08-04,72
Jawa Barat,2020-10-14,28529,552,442,13,409.57142857142856,6477.714285714285,2021-07-08,2020-03-21,208
Jawa Tengah,2020-10-14,27392,1532,286,10,354.14285714285717,3466.714285714286,2021-07-08,2020-03-28,201
Jawa Timur,2020-10-14,47894,3485,299,17,306.57142857142856,1820.7142857142858,2021-07-08,2020-03-24,205
Kalimantan Selatan,2020-10-14,11185,446,55,3,58.714285714285715,260.42857142857144,2021-04-02,2020-04-16,182
Bali,2020-10-15,10513,340,100,1,107.71428571428571,411,2021-07-08,2020-04-09,190
DKI Jakarta,2020-10-15,91337,1970,1071,20,1137.857142857143,10324,2021-07-08,2020-03-12,218
Jambi,2020-10-15,916,18,23,0,28.714285714285715,132,2021-06-19,2020-08-04,73
Jawa Barat,2020-10-15,29119,559,590,7,408.57142857142856,6477.714285714285,2021-07-08,2020-03-21,209
Jawa Tengah,2020-10-15,27864,1560,472,28,371.85714285714283,3466.714285714286,2021-07-08,2020-03-28,202
Jawa Timur,2020-10-15,48161,3497,267,12,295.14285714285717,1820.7142857142858,2021-07-08,2020-03-24,206
Kalimantan Selatan,2020-10-15,11261,447,76,1,63.57142857142857,260.42857142857144,2021-04-02,2020-04-16,183
Bali,2020-10-16,10605,341,92,1,101.14285714285714,411,2021-07-08,2020-04-09,191
DKI Jakarta,2020-10-16,92382,1994,1045,24,1152.4285714285713,10324,2021-07-08,2020-03-12,219
Jambi,2020-10-16,942,18,26,0,26,132,2021-06-19,2020-08-04,74
Jawa Barat,2020-10-16,29543,559,424,0,397.14285714285717,6477.714285714285,2021-07-08,2020-03-21,210
Jawa Tengah,2020-10-16,28307,1569,443,9,376.2857142857143,3466.714285714286,2021-07-08,2020-03-28,203
Jawa Timur,2020-10-16,48452,3516,291,19,292.42857142857144,1820.7142857142858,2021-07-08,2020-03-24,207
Kalimantan Selatan,2020-10-16,11329,449,68,2,61.714285714285715,260.42857142857144,2021-04-02,2020-04-16,184
Bali,2020-10-17,10697,343,92,2,95.57142857142857,411,2021-07-08,2020-04-09,192
DKI Jakarta,2020-10-17,93356,2015,974,21,1111.7142857142858,10324,2021-07-08,2020-03-12,220
Jambi,2020-10-17,968,18,26,0,25.428571428571427,132,2021-06-19,2020-08-04,75
Jawa Barat,2020-10-17,30043,559,500,0,430.2857142857143,6477.714285714285,2021-07-08,2020-03-21,211
Jawa Tengah,2020-10-17,28723,1579,416,10,377.14285714285717,3466.714285714286,2021-07-08,2020-03-28,204
Jawa Timur,2020-10-17,48690,3529,238,13,282.14285714285717,1820.7142857142858,2021-07-08,2020-03-24,208
Kalimantan Selatan,2020-10-17,11400,451,71,2,64.28571428571429,260.42857142857144,2021-04-02,2020-04-16,185
Bali,2020-10-18,10771,346,74,3,90.85714285714286,411,2021-07-08,2020-04-09,193
DKI Jakarta,2020-10-18,94327,2032,971,17,1052,10324,2021-07-08,2020-03-12,221
Jambi,2020-10-18,982,18,14,0,24.285714285714285,132,2021-06-19,2020-08-04,76
Jawa Barat,2020-10-18,30254,559,211,0,431.14285714285717,6477.714285714285,2021-07-08,2020-03-21,212
Jawa Tengah,2020-10-18,29079,1582,356,3,382.57142857142856,3466.714285714286,2021-07-08,2020-03-28,205
Jawa Timur,2020-10-18,48932,3544,242,15,278.2857142857143,1820.7142857142858,2021-07-08,2020-03-24,209
Kalimantan Selatan,2020-10-18,11439,453,39,2,59,260.42857142857144,2021-04-02,2020-04-16,186
Bali,2020-10-19,10880,349,109,3,93.14285714285714,411,2021-07-08,2020-04-09,194
DKI Jakarta,2020-10-19,95253,2046,926,14,1011.2857142857143,10324,2021-07-08,2020-03-12,222
Jambi,2020-10-19,988,19,6,1,23.285714285714285,132,2021-06-19,2020-08-04,77
Jawa Barat,2020-10-19,30778,580,524,21,465.14285714285717,6477.714285714285,2021-07-08,2020-03-21,213
Jawa Tengah,2020-10-19,29395,1587,316,5,393.57142857142856,3466.714285714286,2021-07-08,2020-03-28,206
Jawa Timur,2020-10-19,49174,3562,242,18,270.57142857142856,1820.7142857142858,2021-07-08,2020-03-24,210
Kalimantan Selatan,2020-10-19,11446,455,7,2,56.285714285714285,260.42857142857144,2021-04-02,2020-04-16,187
Bali,2020-10-20,10955,351,75,2,93,411,2021-07-08,2020-04-09,195
DKI Jakarta,2020-10-20,96217,2068,964,22,998.4285714285714,10324,2021-07-08,2020-03-12,223
Jambi,2020-10-20,1027,21,39,2,23.428571428571427,132,2021-06-19,2020-08-04,78
Jawa Barat,2020-10-20,31250,600,472,20,451.85714285714283,6477.714285714285,2021-07-08,2020-03-21,214
Jawa Tengah,2020-10-20,29844,1607,449,20,391.14285714285717,3466.714285714286,2021-07-08,2020-03-28,207
Jawa Timur,2020-10-20,49474,3582,300,20,268.42857142857144,1820.7142857142858,2021-07-08,2020-03-24,211
Kalimantan Selatan,2020-10-20,11488,457,42,2,51.142857142857146,260.42857142857144,2021-04-02,2020-04-16,188
Bali,2020-10-21,11042,353,87,2,89.85714285714286,411,2021-07-08,2020-04-09,196
DKI Jakarta,2020-10-21,97217,2089,1000,21,993,10324,2021-07-08,2020-03-12,224
Jambi,2020-10-21,1049,21,22,0,22.285714285714285,132,2021-06-19,2020-08-04,79
Jawa Barat,2020-10-21,31907,616,657,16,482.57142857142856,6477.714285714285,2021-07-08,2020-03-21,215
Jawa Tengah,2020-10-21,30218,1620,374,13,403.7142857142857,3466.714285714286,2021-07-08,2020-03-28,208
Jawa Timur,2020-10-21,49801,3606,327,24,272.42857142857144,1820.7142857142858,2021-07-08,2020-03-24,212
Kalimantan Selatan,2020-10-21,11508,459,20,2,46.142857142857146,260.42857142857144,2021-04-02,2020-04-16,189
Bali,2020-10-22,11125,355,83,2,87.42857142857143,411,2021-07-08,2020-04-09,197
DKI Jakarta,2020-10-22,98206,2105,989,16,981.2857142857143,10324,2021-07-08,2020-03-12,225
Jambi,2020-10-22,1068,21,19,0,21.714285714285715,132,2021-06-19,2020-08-04,80
Jawa Barat,2020-10-22,32643,639,736,23,503.42857142857144,6477.714285714285,2021-07-08,2020-03-21,216
Jawa Tengah,2020-10-22,30731,1630,513,10,409.57142857142856,3466.714285714286,2021-07-08,2020-03-28,209
Jawa Timur,2020-10-22,50069,3619,268,13,272.57142857142856,1820.7142857142858,2021-07-08,2020-03-24,213
Kalimantan Selatan,2020-10-22,11535,462,27,3,39.142857142857146,260.42857142857144,2021-04-02,2020-04-16,190
Bali,2020-10-23,11203,361,78,6,85.42857142857143,411,2021-07-08,2020-04-09,198
DKI Jakarta,2020-10-23,99158,2126,952,21,968,10324,2021-07-08,2020-03-12,226
Jambi,2020-10-23,1092,21,24,0,21.428571428571427,132,2021-06-19,2020-08-04,81
Jawa Barat,2020-10-23,33147,649,504,10,514.8571428571429,6477.714285714285,2021-07-08,2020-03-21,217
Jawa Tengah,2020-10-23,31302,1645,571,15,427.85714285714283,3466.714285714286,2021-07-08,2020-03-28,210
Jawa Timur,2020-10-23,50364,3631,295,12,273.14285714285717,1820.7142857142858,2021-07-08,2020-03-24,214
Kalimantan Selatan,2020-10-23,11583,465,48,3,36.285714285714285,260.42857142857144,2021-04-02,2020-04-16,191
Bali,2020-10-24,11279,371,76,10,83.14285714285714,411,2021-07-08,2020-04-09,199
DKI Jakarta,2020-10-24,100220,2146,1062,20,980.5714285714286,10324,2021-07-08,2020-03-12,227
Jambi,2020-10-24,1118,21,26,0,21.428571428571427,132,2021-06-19,2020-08-04,82
Jawa Barat,2020-10-24,33568,668,421,19,503.57142857142856,6477.714285714285,2021-07-08,2020-03-21,218
Jawa Tengah,2020-10-24,31586,1665,284,20,409,3466.714285714286,2021-07-08,2020-03-28,211
Jawa Timur,2020-10-24,50653,3647,289,16,280.42857142857144,1820.7142857142858,2021-07-08,2020-03-24,215
Kalimantan Selatan,2020-10-24,11629,468,46,3,32.714285714285715,260.42857142857144,2021-04-02,2020-04-16,192
Bali,2020-10-25,11388,372,109,1,88.14285714285714,411,2021-07-08,2020-04-09,200
DKI Jakarta,2020-10-25,100991,2164,771,18,952,10324,2021-07-08,2020-03-12,228
Jambi,2020-10-25,1140,21,22,0,22.571428571428573,132,2021-06-19,2020-08-04,83
Jawa Barat,2020-10-25,33924,679,356,11,524.2857142857143,6477.714285714285,2021-07-08,2020-03-21,219
Jawa Tengah,2020-10-25,31942,1673,356,8,409,3466.714285714286,2021-07-08,2020-03-28,212
Jawa Timur,2020-10-25,50921,3663,268,16,284.14285714285717,1820.7142857142858,2021-07-08,2020-03-24,216
Kalimantan Selatan,2020-10-25,11648,471,19,3,29.857142857142858,260.42857142857144,2021-04-02,2020-04-16,193
Bali,2020-10-26,11455,374,67,2,82.14285714285714,411,2021-07-08,2020-04-09,201
DKI Jakarta,2020-10-26,101897,2177,906,13,949.1428571428571,10324,2021-07-08,2020-03-12,229
Jambi,2020-10-26,1149,21,9,0,23,132,2021-06-19,2020-08-04,84
Jawa Barat,2020-10-26,34355,694,431,15,511,6477.714285714285,2021-07-08,2020-03-21,220
Jawa Tengah,2020-10-26,32098,1689,156,16,386.14285714285717,3466.714285714286,2021-07-08,2020-03-28,213
Jawa Timur,2020-10-26,51217,3683,296,20,291.85714285714283,1820.7142857142858,2021-07-08,2020-03-24,217
Kalimantan Selatan,2020-10-26,11650,474,2,3,29.142857142857142,260.42857142857144,2021-04-02,2020-04-16,194
Bali,2020-10-27,11520,378,65,4,80.71428571428571,411,2021-07-08,2020-04-09,202
DKI Jakarta,2020-10-27,102678,2188,781,11,923,10324,2021-07-08,2020-03-12,230
Jambi,2020-10-27,1156,22,7,1,18.428571428571427,132,2021-06-19,2020-08-04,85
Jawa Barat,2020-10-27,34745,708,390,14,499.2857142857143,6477.714285714285,2021-07-08,2020-03-21,221
Jawa Tengah,2020-10-27,32414,1701,316,12,367.14285714285717,3466.714285714286,2021-07-08,2020-03-28,214
Jawa Timur,2020-10-27,51506,3704,289,21,290.2857142857143,1820.7142857142858,2021-07-08,2020-03-24,218
Kalimantan Selatan,2020-10-27,11662,477,12,3,24.857142857142858,260.42857142857144,2021-04-02,2020-04-16,195
Bali,2020-10-28,11588,380,68,2,78,411,2021-07-08,2020-04-09,203
DKI Jakarta,2020-10-28,103522,2204,844,16,900.7142857142857,10324,2021-07-08,2020-03-12,231
Jambi,2020-10-28,1188,23,32,1,19.857142857142858,132,2021-06-19,2020-08-04,86
Jawa Barat,2020-10-28,35148,714,403,6,463,6477.714285714285,2021-07-08,2020-03-21,222
Jawa Tengah,2020-10-28,32732,1711,318,10,359.14285714285717,3466.714285714286,2021-07-08,2020-03-28,215
Jawa Timur,2020-10-28,51752,3724,246,20,278.7142857142857,1820.7142857142858,2021-07-08,2020-03-24,219
Kalimantan Selatan,2020-10-28,11732,479,70,2,32,260.42857142857144,2021-04-02,2020-04-16,196
Bali,2020-10-29,11647,382,59,2,74.57142857142857,411,2021-07-08,2020-04-09,204
DKI Jakarta,2020-10-29,104235,2218,713,14,861.2857142857143,10324,2021-07-08,2020-03-12,232
Jambi,2020-10-29,1219,23,31,0,21.571428571428573,132,2021-06-19,2020-08-04,87
Jawa Barat,2020-10-29,35607,714,459,0,423.42857142857144,6477.714285714285,2021-07-08,2020-03-21,223
Jawa Tengah,2020-10-29,33100,1720,368,9,338.42857142857144,3466.714285714286,2021-07-08,2020-03-28,216
Jawa Timur,2020-10-29,52020,3740,268,16,278.7142857142857,1820.7142857142858,2021-07-08,2020-03-24,220
Kalimantan Selatan,2020-10-29,11764,481,32,2,32.714285714285715,260.42857142857144,2021-04-02,2020-04-16,197
Bali,2020-10-30,11712,385,65,3,72.71428571428571,411,2021-07-08,2020-04-09,205
DKI Jakarta,2020-10-30,104847,2232,612,14,812.7142857142857,10324,2021-07-08,2020-03-12,233
